"id","Q1Pur","Q2Aw_1","Q2Aw_2","Q2Aw_3","Q2Aw_4","Q2Aw_5","Q2Aw_6","Q2Aw_7","Q2Aw_8","Q2Aw_9","Q2Aw_10","Q2Aw_11","Q3Pi_r1","Q3Pi_r2","Q3Pi_r3","Q3Pi_r4","Q3Pi_r5","Q3Pi_r6","Q3Pi_r7","Q3Pi_r8","Q3Pi_r9","Q3Pi_r10","Q4CredL_r1","Q4CredL_r2","Q4CredL_r3","Q4CredL_r4","Q5CredG_r1","Q5CredG_r2","Q5CredG_r3","Q5CredG_r4","Q6CredT_r1","Q6CredT_r2","Q6CredT_r3","Q6CredT_r4","Q7Belief","Q8Myst","Q9Myst","Q10Myst","Q11Myst","Q12Myst","Q13Opti_r1","Q13Opti_r2","Q13Opti_r3","Q13Opti_r4","Q13Opti_r5","Q13Opti_r6","Q13Opti_r7","Q13Opti_r8","Q13Opti_r9","Q14Demo","Q15Demo","Q16Demo","Q17Demo","Q18Demo","Q19Demo","Q20Demo","Q21Demo","Q22Demo","Q23Com"
1125,2,1,0,0,0,0,1,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,6,4,6,6,1,2,"",NA,"",2,1,5,5,5,2,4,5,4,6,2,24,"Bulgaria",2,2,1,4,1,2,""
1126,2,1,1,1,1,1,1,0,1,1,1,0,4,3,3,5,2,2,1,5,2,2,5,6,6,5,5,6,6,5,6,6,6,6,2,2,"",NA,"",1,6,5,5,7,7,5,5,5,2,1,23,"Poland",1,1,2,4,1,1,""
1127,2,1,1,0,1,1,1,0,1,0,0,0,7,7,5,7,7,7,5,7,4,5,6,6,7,6,7,7,7,7,7,7,7,7,1,2,"",NA,"",1,7,7,5,7,7,7,7,7,7,2,22,"Nigeria",3,6,3,4,1,1,""
1128,2,1,1,0,1,0,0,0,0,1,1,0,4,5,3,7,2,2,2,7,7,6,5,6,7,7,5,6,6,5,7,7,7,7,2,2,"",NA,"",1,7,6,6,6,7,6,6,7,7,2,29,"Angola",3,6,1,5,2,2,""
1129,1,0,0,0,0,0,0,0,0,0,0,1,3,3,3,2,2,4,2,2,4,4,5,5,5,5,2,2,2,2,5,5,5,5,3,1,"..",2,"",1,5,5,4,6,2,5,6,5,5,1,27,"Germany",1,1,2,4,1,1,""
1133,4,0,0,0,0,0,0,0,0,1,0,0,1,4,5,3,3,1,4,5,3,1,2,4,5,6,5,4,7,7,4,3,4,5,1,2,"",NA,"",1,5,5,6,6,6,6,5,6,4,3,27,"Armenia",1,1,2,4,1,1,""
1134,3,1,1,1,1,1,1,1,1,1,1,0,7,6,5,1,7,5,3,5,1,2,6,4,6,2,5,4,4,3,4,4,3,2,2,2,"",NA,"",2,6,7,7,7,6,6,6,7,6,1,25,"Germany",2,2,2,4,1,1,""
1136,1,1,0,1,1,1,1,0,0,0,0,0,6,1,3,6,3,5,1,1,1,1,6,6,7,6,1,1,1,1,6,6,7,7,2,2,"",NA,"",1,2,2,2,3,5,2,2,5,2,2,25,"Turkey",3,2,1,4,1,2,""
1137,2,1,1,1,0,1,1,0,0,0,1,0,5,3,5,4,5,5,4,4,4,4,5,5,5,5,4,4,4,4,6,6,6,6,3,2,"",NA,"",1,5,6,6,6,6,6,6,6,6,2,25,"Turkey",3,1,1,4,1,2,"-"
1140,1,1,0,1,1,1,1,1,1,0,0,0,4,1,4,6,5,6,2,5,1,1,5,5,6,6,6,6,5,6,6,6,6,6,3,2,"",NA,"",1,6,6,4,6,6,6,6,7,5,2,25,"Turkey",1,1,1,4,1,2,""
1143,3,0,0,1,1,0,0,1,1,1,1,0,2,1,3,5,3,4,2,3,4,4,4,5,5,3,5,4,3,3,5,4,5,5,1,2,"",NA,"",1,5,7,5,5,7,5,6,6,6,1,25,"Iran",1,1,4,4,1,1,""
1147,1,1,1,1,1,1,1,0,1,0,0,0,5,4,3,4,1,4,3,1,1,5,5,4,5,5,1,4,3,2,4,4,5,4,3,2,"",NA,"",2,4,1,4,5,4,3,3,4,2,2,25,"Greece",3,2,1,4,1,2,""
1148,1,1,1,1,0,1,1,0,1,1,0,0,3,1,2,1,2,3,1,1,1,1,6,6,6,6,4,4,5,2,6,6,6,6,3,2,"",NA,"",1,2,4,6,6,1,1,1,4,5,1,25,"Turkey",3,2,2,2,1,1,""
1151,1,1,0,0,0,0,1,0,0,0,0,0,5,1,3,1,4,5,1,2,3,1,5,4,6,6,4,4,5,4,6,4,6,4,3,2,"",NA,"",2,6,5,5,4,6,5,5,2,3,1,25,"Turkey",3,5,4,4,1,2,""
1152,2,1,0,1,1,1,1,0,0,0,0,0,4,2,3,3,4,4,2,1,4,2,6,6,6,6,3,3,4,3,4,4,4,5,3,2,"",NA,"",1,5,3,6,4,2,2,3,4,3,1,26,"Turkey",2,3,2,5,2,1,""
1153,2,1,0,1,1,0,0,0,0,1,1,0,5,1,3,3,1,1,1,1,3,2,6,6,7,7,4,4,4,4,6,6,6,6,3,2,"",NA,"",1,6,5,4,7,6,6,7,6,5,1,22,"Germany",1,1,4,2,1,1,""
1156,3,1,0,0,1,0,1,0,0,0,0,0,4,1,1,4,1,7,1,1,1,1,4,4,4,4,4,4,4,4,6,6,6,4,1,2,"",NA,"",2,4,7,7,6,6,6,5,7,7,1,73,"Turkey",1,2,5,1,5,2,""
1157,1,1,0,0,1,1,0,0,0,1,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,"",NA,"",2,6,6,7,5,6,5,6,6,6,2,33,"Germany",3,5,1,5,2,2,""
1158,1,1,0,0,1,1,1,0,1,1,1,0,2,1,1,2,1,2,1,1,2,3,6,5,6,6,5,3,2,3,7,6,6,6,3,2,"",NA,"",2,6,7,7,7,7,5,6,6,5,2,25,"Germany",1,1,4,4,1,1,""
1160,3,1,0,0,1,0,0,0,0,0,0,0,7,3,3,4,1,1,1,3,1,1,7,7,6,5,4,4,4,4,4,5,4,3,3,2,"",NA,"",2,4,5,4,6,6,7,7,5,6,1,24,"Turkey",3,3,2,4,2,1,""
1162,1,1,0,1,1,1,1,0,1,1,0,0,6,5,6,6,5,6,5,6,6,5,6,6,6,4,5,6,5,4,6,6,6,4,2,1,"Surprise bags",2,"",2,7,7,7,7,5,6,6,6,7,1,23,"Taiwan",3,3,4,4,1,1,""
1163,1,1,0,1,1,1,1,0,1,1,0,0,6,5,6,6,6,6,5,6,6,5,5,5,5,4,5,5,5,4,5,5,4,5,3,2,"",NA,"",2,6,6,6,6,6,6,6,6,7,1,24,"Taiwan",3,4,4,4,1,1,""
1164,2,1,1,1,1,1,1,1,1,1,1,0,7,6,6,5,6,6,6,4,4,1,6,6,7,7,6,6,6,6,5,6,6,5,3,2,"",NA,"",2,6,6,6,2,5,5,7,7,5,1,23,"Belarus",1,1,2,4,1,1,""
1165,1,1,1,1,1,1,1,1,0,1,1,0,6,5,4,5,5,5,4,4,3,4,5,6,6,6,4,4,4,4,5,5,6,5,2,2,"",NA,"",1,5,6,6,6,5,6,6,6,7,2,23,"Germany",1,1,2,4,1,1,""
1166,2,1,0,1,1,1,1,1,1,1,0,0,7,2,5,4,4,4,4,4,4,2,6,6,7,6,5,5,5,5,7,7,7,7,3,2,"",NA,"",1,6,7,6,6,6,6,6,6,7,2,23,"Taiwan",3,5,4,4,1,1,""
1167,1,0,0,0,0,0,0,0,0,0,0,1,6,5,3,2,2,4,2,4,6,6,6,5,7,5,4,4,4,3,6,5,6,6,1,2,"",NA,"",2,6,5,7,7,6,2,4,5,5,2,23,"Russian Federation",1,1,2,4,1,1,""
1172,2,1,1,1,1,0,1,0,1,1,1,0,6,5,6,3,1,4,1,2,3,2,7,7,7,7,4,4,6,7,6,6,7,7,3,2,"",NA,"",2,6,7,6,6,6,7,7,5,6,1,22,"Spain",1,1,1,4,1,2,""
1173,1,1,1,1,1,1,1,0,0,0,0,0,6,7,7,2,4,3,1,1,1,1,5,6,6,2,4,4,4,4,4,4,5,5,2,1,"Fusion Festival",2,"",1,3,3,3,4,6,2,2,4,2,2,23,"Turkey",1,1,4,4,1,2,""
1174,1,1,1,1,1,1,1,0,1,1,0,0,6,3,5,4,4,6,1,5,7,1,6,6,6,6,5,6,6,5,5,6,6,5,1,2,"",NA,"",2,5,6,6,6,7,6,6,5,6,1,56,"Spain",3,2,1,4,2,2,""
1175,2,1,1,1,1,1,1,0,0,1,0,0,7,7,7,2,2,3,1,1,2,1,7,7,7,7,5,5,5,5,3,3,4,3,2,1,"Business related",2,"",1,6,5,6,6,7,5,5,6,5,2,54,"Turkey",3,2,1,5,2,2,""
1176,1,1,0,1,0,0,0,0,0,0,0,0,6,5,5,4,3,4,4,3,5,3,6,6,6,6,4,4,4,4,6,5,6,7,1,1,"In many Asian countries, shops or ecommerce platforms sell so called “lucky package” during New Year. People pay for the small package without knowing what’s inside until they buy it and open it",2,"",1,6,6,7,6,6,3,3,7,6,1,27,"Taiwan",3,1,2,4,1,1,"So what is the brand of the hot deal??? ：D"
1177,2,1,0,1,1,1,1,0,0,1,0,0,5,1,5,3,3,5,1,1,4,1,6,7,7,6,5,4,5,4,5,5,5,5,3,2,"",NA,"",2,5,6,6,6,5,6,6,6,6,1,25,"Turkey",3,2,1,4,1,2,""
1179,2,1,0,0,1,1,1,1,1,1,1,0,6,6,6,6,7,6,6,7,6,6,5,6,5,6,3,3,3,3,5,5,6,6,1,2,"",NA,"",1,6,4,6,3,5,6,5,2,2,1,22,"Bulgaria",3,2,2,2,1,1,""
1180,1,1,0,1,1,0,1,1,0,0,0,0,7,4,7,5,5,6,7,6,2,3,7,7,7,6,5,7,6,6,6,7,7,7,1,1,"Ipsy Glam",1,"Ipsy Glam",1,7,6,7,7,5,6,6,7,6,1,22,"Germany",3,4,2,4,2,1,""
1181,1,1,0,0,0,0,0,0,0,0,0,0,5,4,4,5,4,3,4,4,4,4,5,6,6,6,4,4,4,4,5,5,5,5,3,2,"",NA,"",1,5,6,5,5,6,6,6,6,6,2,23,"Taiwan",3,3,2,5,2,1,""
1182,2,1,0,0,1,1,1,0,1,0,0,0,7,4,4,7,5,6,2,3,2,2,5,4,6,6,5,5,4,5,6,5,7,6,1,2,"",NA,"",2,4,6,6,7,5,6,6,4,4,2,25,"Egypt",3,1,1,4,2,2,"No thank you"
1187,2,1,1,1,1,1,0,0,1,1,1,0,5,4,4,4,5,1,1,3,2,1,6,7,6,6,6,5,5,6,5,6,6,6,3,2,"",NA,"",2,5,5,6,3,5,4,5,5,5,2,25,"Germany",3,1,4,4,1,1,""
1188,2,1,0,0,0,1,0,1,0,0,0,0,5,1,1,2,6,2,6,1,2,1,3,2,5,5,2,2,2,2,7,7,7,7,3,2,"",NA,"",1,7,6,7,1,7,7,6,6,6,2,27,"Egypt",3,3,1,4,1,2,""
1189,2,1,1,0,1,1,0,0,0,1,1,0,7,3,1,7,1,1,1,1,1,1,6,6,6,6,4,4,4,4,6,6,6,6,1,2,"",NA,"",2,6,6,4,6,4,4,4,6,6,2,30,"Germany",1,2,1,4,1,2,""
1190,1,1,1,1,1,1,1,0,1,1,0,0,7,1,4,3,5,1,3,3,3,1,6,6,4,4,6,6,4,4,6,6,4,4,1,1,"Stich Fix UK, a designer sends clothes to your house each month (or whatever interval you choose) and you don't know what the clothes are going to be. If you like them, you check out and pay for them and send back the ones you haven't purchased.",1,"I have purchased the Stich Fix.",1,5,4,6,4,4,5,5,5,5,1,24,"Turkey",1,2,4,4,1,1,""
1193,2,1,1,0,1,0,0,0,0,1,0,0,3,4,3,1,4,4,1,1,6,6,5,5,5,4,4,4,6,4,4,4,5,4,1,2,"",NA,"",2,7,7,7,7,7,7,7,7,7,2,25,"Germany",1,1,2,4,1,1,""
1195,2,1,0,0,1,1,0,0,0,0,0,0,6,2,5,5,5,3,3,2,3,2,6,6,6,6,4,5,5,5,6,6,6,6,1,2,"",NA,"",2,5,5,6,6,5,3,3,5,5,1,22,"Italy",3,6,4,4,1,1,""
1196,3,1,0,1,1,1,1,0,1,0,0,0,7,1,5,5,6,5,2,6,1,1,6,6,6,5,5,4,4,5,6,6,6,6,3,2,"",NA,"",1,5,5,3,5,4,4,7,4,5,1,22,"Italy",3,1,4,4,1,1,""
1197,3,1,0,1,1,1,1,0,1,1,0,0,6,2,7,6,5,6,2,5,5,1,6,6,7,6,5,6,6,6,5,5,5,4,1,2,"",NA,"",1,7,5,6,7,6,6,6,7,6,2,25,"Spain",3,4,4,4,1,1,""
1198,3,1,0,1,1,1,1,0,1,1,0,0,5,1,3,4,4,3,1,2,1,1,6,6,6,7,5,4,5,4,6,6,6,6,3,2,"",NA,"",1,6,5,4,7,6,6,6,4,6,1,24,"Italy",3,3,4,4,1,1,""
1200,2,1,0,1,1,1,1,0,1,0,0,0,7,2,5,4,4,3,2,3,2,2,6,6,7,6,6,5,6,6,6,7,7,6,1,2,"",NA,"",2,6,7,5,7,7,5,6,7,7,1,23,"Italy",1,1,4,4,1,1,""
1201,1,0,0,0,0,0,0,0,0,0,0,1,7,5,6,1,6,6,1,1,1,1,7,5,7,6,1,1,1,1,4,7,7,4,3,2,"",NA,"",2,6,7,5,4,4,3,5,7,5,1,23,"Italy",2,1,4,4,1,1,""
1202,1,1,1,1,1,1,1,0,1,0,0,0,5,2,2,3,2,2,1,1,1,1,6,7,7,6,4,5,5,5,6,6,6,6,3,2,"",NA,"",1,6,6,6,6,7,5,7,7,6,2,23,"Italy",3,6,4,5,1,1,""
1203,3,0,0,0,0,0,0,0,0,0,0,1,6,2,4,3,2,1,5,1,1,1,6,5,6,4,4,5,4,2,6,6,6,6,2,2,"",NA,"",1,5,4,4,5,5,3,6,4,5,1,24,"Italy",3,1,4,5,1,1,""
1206,1,1,0,1,1,1,1,0,0,0,0,0,7,4,6,6,1,5,3,3,4,3,7,7,7,4,7,7,7,4,6,6,6,4,1,2,"",NA,"",2,6,7,7,7,6,7,7,7,7,2,27,"Portugal",1,1,4,4,1,1,""
1207,1,1,0,1,1,1,0,0,0,0,0,0,5,2,6,5,3,2,2,1,1,2,6,6,6,2,4,4,4,1,6,6,6,6,3,2,"",NA,"",1,5,7,6,7,2,6,5,5,5,2,22,"Belgium",3,4,4,4,1,1,""
1209,4,1,1,1,1,1,1,1,1,1,0,0,6,5,5,7,6,5,1,1,3,3,7,6,7,7,6,2,2,2,5,5,3,6,3,2,"",NA,"",2,6,6,5,6,5,3,4,4,4,1,34,"Italy",1,2,1,5,1,2,""
1210,2,1,0,1,0,0,1,0,1,0,0,0,4,2,3,3,3,4,2,5,2,2,6,6,6,5,6,5,5,5,6,5,6,6,3,2,"",NA,"",2,5,5,4,6,5,5,5,6,6,2,23,"Italy",3,3,4,4,1,1,""
1211,1,1,0,0,0,0,0,0,0,0,0,0,7,1,1,4,1,4,1,1,1,1,7,7,7,7,4,4,4,4,5,5,5,5,2,2,"",NA,"",1,5,3,7,7,5,6,5,7,5,2,23,"Italy",3,6,4,4,1,1,""
1212,2,1,0,0,0,0,0,0,0,0,0,0,7,4,5,2,1,2,1,3,1,1,1,4,1,4,2,4,2,6,5,4,7,1,3,1,"Google",1,"Google",2,5,5,2,4,4,5,6,1,2,1,22,"Brazil",2,1,1,2,4,2,""
1213,3,1,1,1,1,1,1,1,1,1,1,0,5,5,5,7,5,5,5,5,7,5,5,5,5,5,4,4,4,4,7,7,7,7,3,2,"",NA,"",1,4,5,5,3,3,3,3,5,5,1,27,"Germany",1,1,4,4,1,1,""
1214,1,1,0,1,1,1,0,0,1,1,1,0,7,3,5,6,5,3,3,5,3,3,6,6,6,6,6,6,6,6,6,6,6,6,3,1,"Amorelie Christmas calendar",2,"",2,5,5,5,6,5,4,6,5,5,2,25,"Germany",2,1,4,2,2,1,""
1215,1,0,0,0,0,0,0,0,0,1,0,0,6,1,1,4,1,1,1,1,5,4,6,7,7,5,4,4,4,4,7,7,7,5,3,2,"",NA,"",2,6,7,6,6,6,6,7,7,7,2,23,"Belgium",3,2,4,5,1,1,"Bats can eat up to 5000 insects per day."
1216,1,1,1,0,0,1,0,0,0,1,1,0,7,4,4,6,4,4,4,5,4,4,7,7,7,7,4,4,4,4,6,5,7,4,2,2,"",NA,"",2,6,7,2,6,6,6,5,6,5,2,29,"Germany",1,1,2,4,1,1,""
1218,2,1,0,0,1,1,1,0,1,1,1,0,4,1,1,2,4,2,1,2,3,6,6,6,7,5,4,4,4,3,4,4,4,6,3,2,"",NA,"",2,6,7,7,7,5,7,7,6,7,1,22,"Belgium",1,1,4,5,1,1,""
1219,2,1,0,1,1,1,1,0,0,0,0,0,7,1,3,3,7,3,1,3,3,1,7,7,7,7,5,5,5,5,5,5,5,5,1,2,"",NA,"",1,6,7,6,7,7,7,7,7,7,1,23,"Italy",3,2,4,5,1,1,""
1222,1,1,0,1,1,1,1,0,1,1,1,0,7,1,5,7,2,2,1,2,5,1,7,7,7,7,5,5,2,1,7,7,7,7,3,2,"",NA,"",2,7,6,6,6,4,6,6,6,7,2,27,"Serbia",1,2,1,5,1,2,""
1223,1,1,1,0,1,0,0,1,0,0,0,0,6,6,3,6,3,3,6,3,3,3,7,7,7,7,4,4,4,4,5,7,7,6,3,2,"",NA,"",1,6,6,4,6,6,6,6,5,6,2,25,"Argentina",2,4,1,4,1,2,""
1224,1,1,0,1,1,1,0,0,0,0,0,0,6,2,3,5,6,1,1,1,3,1,6,6,6,6,6,5,5,5,7,6,6,6,1,1,"poshmark",2,"",2,5,5,4,5,5,4,7,6,5,2,24,"Italy",3,5,4,4,1,1,""
1225,2,1,0,1,1,1,0,0,1,0,0,0,7,2,7,7,6,2,2,7,2,2,6,7,7,7,7,7,7,7,7,7,7,7,1,2,"",NA,"",1,5,4,4,6,6,5,5,6,5,1,23,"Italy",3,4,4,4,1,1,""
1226,1,1,0,0,1,1,1,1,1,1,0,0,6,2,2,6,4,6,4,6,5,1,6,6,7,6,6,6,6,6,6,7,7,6,3,2,"",NA,"",2,6,7,7,7,6,5,5,6,6,1,22,"Italy",2,3,4,4,1,1,""
1227,1,1,0,0,0,0,0,0,0,0,0,0,5,2,2,2,2,3,2,2,1,2,4,6,6,4,4,4,4,4,4,4,5,4,3,2,"",NA,"",1,6,2,4,2,6,5,5,5,6,2,25,"China",3,1,2,4,1,1,""
1228,1,1,0,0,1,1,1,0,1,0,0,0,4,2,2,2,3,2,3,2,3,2,5,5,6,6,4,4,3,4,3,3,3,5,2,2,"",NA,"",2,7,1,6,3,5,3,5,6,3,1,21,"Italy",1,1,2,2,1,1,""
1229,2,1,0,1,1,1,0,0,0,0,0,0,6,2,3,4,5,3,2,2,2,2,6,6,6,6,4,6,6,5,6,6,6,6,2,2,"",NA,"",2,6,5,6,6,6,3,4,5,6,1,22,"Italy",1,1,4,4,1,1,""
1230,1,0,1,1,0,0,1,0,1,0,0,0,5,4,5,5,4,5,2,5,3,3,6,6,6,6,6,5,5,4,6,6,7,7,1,2,"",NA,"",1,6,7,6,6,7,6,5,6,6,2,24,"Italy",1,4,4,4,1,1,""
1231,2,1,0,1,1,1,1,1,1,1,0,0,7,2,6,5,6,4,3,3,4,4,7,7,7,7,6,7,7,6,6,6,6,4,3,2,"",NA,"",1,6,6,7,6,6,7,7,7,6,1,21,"Spain",3,1,4,2,1,1,""
1232,3,1,0,1,1,1,1,0,0,0,0,0,7,2,6,6,7,3,2,2,2,1,6,7,6,7,4,4,6,4,6,7,6,6,3,2,"",NA,"",2,6,6,4,5,4,5,6,5,5,1,24,"Italy",3,3,4,4,1,1,""
1234,1,1,1,0,1,1,1,0,1,1,1,0,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,3,2,"",NA,"",1,7,6,7,7,6,4,6,7,6,1,24,"Russian Federation",3,2,2,4,1,1,""
1237,1,1,0,1,1,1,0,0,1,0,0,0,6,3,5,6,2,3,3,2,3,3,6,7,7,6,4,4,4,3,6,6,7,6,3,2,"",NA,"",1,4,4,5,5,5,3,4,6,6,2,25,"Italy",3,1,1,4,1,2,""
1239,1,1,1,0,1,1,0,0,1,1,1,0,7,7,7,7,7,7,7,7,7,7,4,7,4,7,4,7,7,7,7,7,7,7,1,2,"",NA,"",1,6,7,7,7,7,7,6,4,5,1,48,"Russian Federation",2,2,1,5,2,2,""
1240,1,1,0,0,1,1,1,0,1,0,0,0,6,2,2,2,1,2,2,1,2,2,6,6,6,2,4,4,4,4,4,4,4,4,3,2,"",NA,"",2,1,2,4,4,4,4,4,1,2,1,24,"Italy",3,3,4,4,1,1,""
1241,1,1,0,0,1,0,0,1,0,0,0,0,5,1,1,6,1,1,3,1,1,1,5,4,5,5,5,5,4,4,5,4,5,5,3,2,"",NA,"",1,5,5,4,4,5,5,5,5,5,1,24,"Italy",1,1,4,4,1,1,""
1242,1,0,0,0,1,0,0,0,0,0,0,0,7,1,1,3,2,1,1,2,1,1,7,6,7,6,6,6,6,6,6,7,7,7,1,1,"Amazon, ebay",2,"",1,7,7,6,7,6,6,6,6,7,2,19,"Italy",3,1,4,2,1,1,""
1246,2,1,0,1,1,0,1,1,0,0,0,0,7,1,5,7,5,1,6,1,1,1,7,6,6,4,6,4,6,4,7,7,7,4,3,2,"",NA,"",1,6,6,6,6,6,6,7,6,6,2,27,"Iran",1,2,2,4,1,1,"It could be so helpful for marketing business."
1247,3,1,0,1,1,1,1,0,1,1,0,0,7,2,7,6,5,6,2,6,5,1,7,6,6,6,7,7,6,6,6,5,5,5,1,2,"",NA,"",1,7,6,6,7,7,6,6,7,6,2,25,"Spain",1,1,4,4,1,1,""
1248,1,1,0,1,1,0,1,1,0,0,0,0,5,3,5,5,3,6,2,3,3,3,5,4,4,5,5,5,4,6,5,4,5,5,3,1,"“Supreme”, computers, watches, cars durability, whether it’s convenient to wash, do I have to take care of them,",1,"Watches, shoes, pens",1,2,2,2,4,6,1,3,2,1,1,22,"China",1,1,4,2,1,1,"I have no idea what’s this survey is about, but some of them are interesting haha"
1249,1,0,0,0,1,1,1,0,1,1,1,0,3,2,3,2,2,5,4,4,3,4,7,6,6,7,5,5,4,5,5,5,6,6,1,2,"",NA,"",2,6,5,6,6,5,5,5,6,4,2,24,"Germany",1,1,4,4,1,1,""
1250,2,0,0,0,0,1,1,0,1,1,1,0,4,4,5,4,3,6,4,4,4,4,6,6,7,6,5,6,4,6,5,5,6,6,1,2,"",NA,"",1,5,3,3,5,4,5,5,3,3,2,25,"Germany",1,1,4,4,2,1,""
1251,2,0,0,0,0,1,0,1,1,0,1,0,3,5,2,5,4,4,2,2,4,3,5,6,6,7,5,5,6,5,5,6,5,6,1,1,"Magazine",1,"Magazine",2,6,6,6,3,5,6,6,6,6,1,26,"Germany",1,1,4,4,2,1,""
1252,3,1,0,0,0,0,0,1,1,1,0,0,5,7,2,7,2,4,3,6,2,4,7,7,6,7,5,4,5,5,6,6,6,7,2,2,"",NA,"",2,6,5,3,6,5,5,5,6,6,1,23,"Denmark",1,1,4,4,1,1,""
1254,1,1,0,0,0,0,0,0,0,0,0,0,7,1,6,6,3,1,4,3,1,4,7,7,7,7,5,5,4,4,6,6,6,6,2,2,"",NA,"",2,6,6,6,7,7,5,6,6,7,3,22,"Afghanistan",1,1,3,4,1,1,""
1255,1,1,1,1,1,1,1,0,1,0,0,0,7,5,7,7,3,6,3,6,3,3,7,7,7,7,6,6,6,6,7,7,7,7,3,2,"",NA,"",2,6,7,7,7,7,7,7,7,7,2,27,"Portugal",1,1,4,4,1,1,""
1257,2,1,1,0,0,1,0,1,1,1,0,0,3,3,3,6,5,5,4,4,2,5,5,4,5,5,7,4,5,6,6,6,5,5,1,2,"",NA,"",2,6,6,6,6,6,6,6,6,6,2,18,"Germany",1,1,4,1,2,2,""
1258,3,0,0,0,0,0,0,0,0,0,0,1,6,5,4,4,5,5,6,5,6,2,5,6,6,6,5,5,7,5,6,7,5,6,1,2,"",NA,"",2,6,6,6,6,6,5,6,6,5,1,26,"Armenia",2,2,4,2,1,2,""
1259,2,1,0,1,1,0,1,0,1,1,1,0,5,6,6,1,6,4,4,5,5,3,5,4,5,5,7,4,6,5,5,6,5,6,2,2,"",NA,"",2,5,6,6,5,5,6,6,5,5,1,17,"Russian Federation",2,2,4,2,2,2,""
1260,3,1,1,1,1,0,0,0,0,1,0,0,5,3,2,4,5,5,2,4,7,7,5,6,6,4,5,5,6,5,7,6,6,6,1,2,"",NA,"",2,6,6,6,6,6,6,6,6,6,1,28,"Germany",1,2,4,2,1,1,""
1261,2,0,0,0,0,1,0,0,0,0,0,0,5,3,2,5,6,2,1,1,1,1,6,7,4,5,7,1,5,5,1,1,1,1,2,2,"",NA,"",1,7,7,7,3,7,5,2,7,2,2,24,"Italy",3,3,1,5,2,2,""
1263,2,0,1,0,1,1,1,1,0,1,1,0,5,4,4,3,5,5,4,4,4,5,5,3,4,5,4,4,4,4,3,4,4,4,3,2,"",NA,"",2,6,5,6,5,4,6,5,5,6,2,24,"Germany",2,2,4,4,2,2,""
1264,1,1,0,0,1,1,0,0,0,1,0,0,5,5,1,4,6,3,4,2,4,5,5,4,4,5,4,4,4,4,4,4,4,4,3,2,"",NA,"",2,5,5,5,5,4,5,5,5,5,1,26,"Albania",3,6,4,5,2,1,""
1265,1,0,0,0,1,1,0,1,1,1,1,0,5,4,3,3,3,5,4,3,4,5,5,5,5,4,5,4,3,4,4,4,4,4,3,2,"",NA,"",2,7,6,7,7,5,7,6,7,5,2,26,"India",1,2,4,4,1,1,""
1267,2,1,1,0,1,1,1,0,1,1,1,0,2,1,1,1,1,1,1,1,2,2,4,4,4,2,4,4,4,2,4,4,2,4,2,2,"",NA,"",2,4,6,7,7,4,6,6,6,6,1,29,"Germany",2,3,1,4,2,2,""
1268,3,0,0,0,0,0,0,0,0,0,0,1,4,2,2,3,4,3,2,2,2,2,2,3,3,5,5,3,5,4,5,6,6,4,1,2,"",NA,"",2,3,4,4,3,4,5,5,5,4,3,24,"Italy",2,4,3,2,1,2,""
1269,1,0,0,0,0,0,0,0,0,0,0,1,6,5,5,3,5,5,6,5,5,5,6,6,6,6,4,4,4,4,6,6,6,6,2,1,"Play station",2,"",2,4,2,4,2,3,5,4,3,2,2,24,"Italy",3,1,4,4,1,1,""
1270,3,1,0,0,0,1,0,1,0,0,0,0,6,2,2,2,4,7,7,2,3,6,6,5,6,5,6,6,6,7,5,4,5,3,3,2,"",NA,"",2,7,7,5,6,6,7,7,6,6,1,26,"Iran",2,2,1,4,2,2,""
1271,2,1,1,1,1,1,1,0,1,1,0,0,6,6,6,4,6,6,2,3,4,3,4,5,5,5,5,5,5,5,4,4,4,4,2,2,"",NA,"",1,4,6,4,6,4,3,4,4,4,1,24,"Italy",3,1,4,4,1,1,""
1272,2,1,1,1,1,1,1,0,1,1,1,0,6,1,3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,3,2,"",NA,"",1,6,6,6,6,4,3,6,6,5,2,23,"Turkey",1,1,4,4,1,1,""
1273,3,1,1,0,0,0,1,0,1,1,1,0,7,1,2,4,3,2,1,6,2,2,6,6,6,6,4,4,4,4,3,3,3,3,3,2,"",NA,"",1,5,6,6,7,6,5,7,7,6,2,22,"Turkey",1,2,4,4,1,1,""
1274,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,5,5,7,5,4,4,4,4,4,4,4,4,3,2,"",NA,"",2,7,7,7,6,6,6,7,7,7,2,23,"Germany",1,1,1,4,1,1,""
1275,2,1,0,1,0,1,1,0,1,0,0,0,4,1,3,1,3,2,1,2,1,1,7,7,7,7,6,6,6,6,6,6,6,6,3,2,"",NA,"",1,5,4,1,6,3,3,6,4,4,1,24,"Italy",1,1,4,4,1,1,""
